id,start_time,lng,lat,is_urgent,engagement_time,frcs_demand
93,1012,103.7998877,1.46437147,0,22,1
94,1040,103.8823457,1.359573463,1,100,1
95,1041,103.9125953,1.400865711,1,45,1
96,1042,103.8563434,1.437815658,1,234,1
97,1051,103.8406787,1.370398495,0,83,1
98,1059,103.8677963,1.396130289,1,30,1
99,1066,103.8292727,1.422543582,1,78,1
100,1071,103.8616181,1.375387532,0,24,1
101,1075,103.8173345,1.422669265,0,124,1
102,1080,103.8973126,1.364622675,0,80,1
103,1087,103.8764832,1.370034797,1,122,1
104,1089,103.853001,1.422416832,0,23,1
105,1089,103.8976284,1.395821202,1,53,1
106,1091,103.8176625,1.453886286,1,36,1
107,1094,103.8881062,1.338712798,0,83,1
108,1098,103.8584782,1.359814185,1,49,1
109,1104,103.8587924,1.391021708,1,67,1
110,1110,103.9037009,1.406158377,0,58,1
111,1118,103.8382799,1.427651324,0,90,1
112,1122,103.8407834,1.380802384,1,46,1
113,1126,103.8555464,1.365045636,0,160,1
114,1131,103.8347104,1.370459068,0,112,1
115,1131,103.8475064,1.453565083,0,125,1
116,1139,103.8442482,1.427588214,1,12,2
117,1140,103.8675853,1.375326673,1,91,1
118,1143,103.8266717,1.458992443,0,23,1
119,1168,103.903488,1.385360308,0,39,1
120,1176,103.9117441,1.411119076,1,46,1
121,1178,103.8794144,1.364804018,0,106,1
122,1199,103.8583751,1.349411659,1,62,1
123,1200,103.9096663,1.406096048,1,49,1
124,1203,103.8853807,1.364743582,0,25,1
125,1207,103.8466468,1.37033791,1,168,1
126,1207,103.8971061,1.343823613,1,37,1
127,1219,103.8149838,1.468727447,1,26,1
128,1227,103.8583751,1.349411659,1,102,1
129,1233,103.9007718,1.411389163,0,73,1
130,1239,103.879624,1.385605809,1,37,1
131,1245,103.8707268,1.390898609,0,86,1
132,1252,103.8471781,1.422354962,1,121,1
133,1252,103.843715,1.375570034,1,43,1
134,1256,103.823089,1.401795956,1,69,1
135,1265,103.903594,1.395759347,0,27,1
136,1270,103.8382799,1.427651324,0,101,1
137,1286,103.8764832,1.370034797,0,42,1
138,1289,103.8507964,1.405710235,0,9,1
139,1292,103.8495787,1.36510601,0,45,1
140,1308,103.8347104,1.370459068,0,23,1
141,1311,103.8175523,1.443480622,0,68,1
142,1323,103.8624465,1.433733921,0,59,1
143,1328,103.823196,1.412201197,1,18,1
144,1333,103.8586869,1.380619209,0,101,1
145,1345,103.8886264,1.390713866,1,16,1
146,1347,103.853001,1.422416832,0,25,1
147,1347,103.8763792,1.359633662,0,25,1
148,1354,103.8347104,1.370459068,1,29,1
149,1361,103.8498939,1.396315591,1,21,1
150,1361,103.8942778,1.359453029,1,44,2
151,1379,103.8386093,1.458863502,0,9,1
152,1380,103.8495787,1.36510601,0,49,1
153,1384,103.9117753,1.420279091,0,9,1
154,1387,103.8795188,1.375204918,0,37,1
155,1390,103.8556507,1.375448378,0,33,1
156,1394,103.8382799,1.427651324,0,46,1
157,1399,103.87973,1.396006692,0,23,1
158,1400,103.9066301,1.400927816,1,19,1
159,1403,103.8531247,1.443349948,0,29,1
160,1405,103.8946988,1.401051987,0,15,1
161,1411,103.8733442,1.354463071,1,12,1
162,1417,103.8734478,1.36486444,1,35,1
163,1418,103.8377468,1.375630844,1,22,1
164,1419,103.8914513,1.375083114,0,57,1
165,1427,103.9004525,1.380191368,0,34,1
