id,start_time,lng,lat,is_urgent,engagement_time,frcs_demand
77,1070,103.7998877,1.46437147,1,9,1
78,1081,103.83535,1.432885025,1,119,1
79,1090,103.8235216,1.443416867,0,64,1
80,1113,103.7968231,1.459314566,0,32,1
81,1117,103.8766936,1.390837041,0,32,1
82,1118,103.8347104,1.370459068,0,44,1
83,1143,103.8526146,1.370277312,1,64,1
84,1146,103.8763792,1.359633662,0,118,1
85,1174,103.8915565,1.385483084,0,38,1
86,1191,103.8407834,1.380802384,1,94,1
87,1200,103.8974171,1.375022193,0,59,1
88,1216,103.8382799,1.427651324,0,34,1
89,1218,103.8795188,1.375204918,0,98,2
90,1233,103.8563434,1.437815658,0,139,1
91,1236,103.8466468,1.37033791,0,187,2
92,1243,103.8733442,1.354463071,1,57,1
93,1252,103.8347104,1.370459068,1,34,1
94,1255,103.8495787,1.36510601,0,30,1
95,1266,103.8138713,1.375873958,0,53,1
96,1290,103.9003476,1.369792085,0,54,1
97,1295,103.8675853,1.375326673,0,94,1
98,1303,103.8397556,1.462027089,1,18,1
99,1306,103.8176625,1.453886286,1,77,1
100,1312,103.8886264,1.390713866,1,63,1
101,1313,103.8705165,1.370095444,0,13,1
102,1314,103.844296,1.448346259,1,130,1
103,1314,103.843715,1.375570034,1,40,1
104,1316,103.9096663,1.406096048,1,12,1
105,1322,103.8382799,1.427651324,0,11,1
106,1324,103.8886264,1.390713866,1,25,1
107,1327,103.8555464,1.365045636,1,23,1
108,1328,103.8351917,1.412387289,1,9,1
109,1332,103.8974171,1.375022193,0,29,1
110,1337,103.8146226,1.448715442,0,81,1
111,1365,103.8347104,1.370459068,0,46,1
112,1375,103.8644455,1.359754023,0,10,1
113,1384,103.8386093,1.458863502,0,22,1
114,1387,103.9065236,1.390529012,0,11,1
115,1391,103.8475064,1.453565083,0,19,1
116,1398,103.8736573,1.385667154,0,19,1
117,1398,103.8260684,1.40699876,0,43,1
118,1399,103.8794144,1.364804018,0,72,1
119,1409,103.9007718,1.411389163,0,29,1
120,1410,103.8793108,1.354403108,0,35,1
121,1415,103.9117753,1.420279091,0,19,1
122,1419,103.8556507,1.375448378,0,14,1
123,1420,103.8049692,1.381168397,0,22,3
124,1424,103.8590991,1.432722684,0,24,1
125,1426,103.8795188,1.375204918,1,14,1
126,1429,103.8677963,1.396130289,0,33,1
127,1435,103.879208,1.34400219,0,35,1
